uf,m,pop,l,u,e,g,mi,mm,f,dl,du,mac,crit,idh,caps,caps_tipo,caps_gestor,srt,leitos_hg,psiq,lq,cobertura_raps,psiq_hg,psiq_hg_sus,hosp_psiq,sm_total,def_psiq,psiq_cad,psiq_hab,psiq_status,alerta_fiscal,porte,pop_sus,esf_gap,regiao,score_mun,risco_mun,vulnerab,n_flags,recup_r,prioridade,siops_desp,esf_equipes,ibge_cod,lat,lon,pib_percapita,agua_rede,esgoto_rede,bolsa_familia_pct,agentes_acs,internacoes_av,cobertura_vacinal,ine,gini,nascimentos,dengue_inc,alfabetizacao,notificacoes,coord_saude,score_v2,score_v2_ab,score_v2_iv,score_v2_raps,score_v2_se,score_v2_san,score_v2_fin,risco_v2,leitos_sus,leitos_sus_1k,esf_1k,medicos_1k,enfermeiros_1k,acs_1k,mort_cv_100k,mort_dm_100k,mort_has_100k,prev_dm_pct,prev_has_pct,intern_dengue_100k,intern_pneum_100k,intern_sepse_100k,let_dengue,let_pneum,let_sepse,sih_score,score_v3_d1,score_v3_d2,score_v3_d3,score_v3_d4,cob_sarampo,cob_gripe,cob_covid,pen_vacinal,pen_vacinal_nivel,pen_vacinal_desc,d1_base,psiq_1k,lq_1k,leitos_total,ibge_7,uti_sus,vacuo_hab,esf_pct,versao_banco,score_v3,rank_v3,rank_regiao_v3,risco_v3
AL,Arapiraca,232977,1.8,0.134,77.0,8.8,17.8,61.3,327.0,-127.0,-3.0,Nordeste,ADEQUADO,0.634,3.0,"CAPS II,CAPSad,CAPSi",Municipal,1.0,20,20,0.31,SIM,20,20,HRA,20,0.0,20.0,20.0,HABILITADO,False,GRANDE,174732,3.0,Nordeste,29.8,CRÍTICO,7.4,1,12.4,3,1096.1,39,2700300.0,-9.749651,-36.640522,23556,82.6,49.8,13.0,210,163,69.8,0.434,0.57,3613,422,79.4,1545,Secretaria Municipal de Saúde,32.6,41.1,37.0,14.3,13.8,36.2,52.6,CRÍTICO,308,1.32,1.67,2.72,3.84,0.9,180.2,39.6,28.9,9.7,25.5,4.9,449.9,47.0,0.0643,0.0644,0.2763,5.46,42.3,83.74,45.23,67.02,87.4,80.8,88.0,True,2,Sarampo:87% | Geral:70%,42.3,,,,2700300.0,0.0,0,0.0,v40+v37+v3,57.24,2967.0,334.0,MODERADO
AL,Atalaia,40962,1.71,0.11,78.5,6.5,18.6,63.3,55.0,-25.0,-1.0,Nordeste,ADEQUADO,0.652,1.0,CAPS,Municipal,0.0,0,0,0.0,SIM,0,0,,0,0.0,0.0,0.0,SEM_LEITO,False,MÉDIO,30721,1.5,Nordeste,43.2,ALTO,6.3,1,0.8,3,827.7,7,2700409.0,-9.504963,-36.072792,21787,80.0,43.7,18.5,46,190,68.2,0.49,0.527,557,352,69.3,230,Secretaria Municipal de Saúde,31.9,43.8,34.9,19.1,7.9,29.5,54.6,CRÍTICO,32,0.78,1.71,1.87,2.64,1.12,183.5,40.6,29.6,9.8,25.8,4.3,455.2,37.4,0.0628,0.0639,0.2734,5.13,45.7,73.82,57.71,65.49,85.4,82.7,89.6,True,2,Sarampo:85% | Geral:68%,45.7,,,,2700409.0,0.0,0,0.0,v40+v37+v3,59.3,3707.0,698.0,MODERADO
AL,Barra de Santo Antônio,14698,1.25,0.0,87.1,8.0,16.8,57.8,14.0,-14.0,-2.0,Nordeste,MODERADO,0.628,0.0,Nenhum,,0.0,0,0,0.0,NÃO,0,0,,0,0.0,0.0,0.0,SEM_LEITO,True,PEQUENO,11023,0.0,Nordeste,33.1,CRÍTICO,6.5,3,0.4,2,575.5,3,2700508.0,-9.382447,-35.564055,20394,68.7,27.8,36.3,24,283,64.2,0.635,0.491,270,264,74.4,64,Secretaria Municipal de Saúde,26.6,58.2,30.1,0.0,15.8,13.0,17.6,CRÍTICO,7,0.48,2.04,1.19,1.8,1.63,179.1,39.3,28.7,9.6,25.4,3.2,493.0,20.6,0.0648,0.0645,0.2773,4.78,50.92,60.93,77.43,71.93,110.3,55.3,66.8,True,2,Geral:64%,40.92,,,,2700508.0,0.0,0,0.0,v40+v37+v3,64.53,5121.0,1547.0,BAIXO
AL,Barra de São Miguel,8064,1.22,0.0,84.4,6.3,16.2,60.8,8.0,-8.0,-1.0,Nordeste,MODERADO,0.604,0.0,Nenhum,,0.0,0,0,0.0,NÃO,0,0,,0,0.0,0.0,0.0,SEM_LEITO,False,PEQUENO,6048,0.0,Nordeste,42.7,ALTO,6.2,3,0.1,2,565.4,1,2700607.0,-9.81347,-35.946417,20039,67.5,27.3,36.9,13,288,63.9,0.646,0.494,146,264,78.0,35,Secretaria Municipal de Saúde,26.7,52.5,29.8,0.0,16.2,11.4,34.9,CRÍTICO,4,0.5,1.24,1.19,1.8,1.61,174.7,38.0,27.9,9.4,25.0,3.1,496.3,19.1,0.0667,0.0652,0.2812,4.75,46.26,61.71,81.81,74.27,86.3,57.6,68.8,True,2,Sarampo:86% | Geral:64%,36.26,,,,2700607.0,0.0,0,0.0,v40+v37+v3,64.99,5171.0,1583.0,BAIXO
AL,Batalha,17416,1.28,0.0,84.7,7.3,17.4,66.8,17.0,-17.0,-2.0,Nordeste,MODERADO,0.649,0.0,Nenhum,,0.0,0,0,0.0,NÃO,0,0,,0,0.0,0.0,0.0,SEM_LEITO,False,PEQUENO,13062,0.0,Nordeste,37.2,CRÍTICO,6.5,3,0.4,2,584.2,3,2700706.0,-9.706473,-37.101149,20705,69.7,28.2,35.7,29,278,64.5,0.625,0.488,264,264,72.3,75,Secretaria Municipal de Saúde,25.6,55.3,21.8,0.0,18.1,14.4,25.8,CRÍTICO,8,0.46,1.72,1.19,1.8,1.67,183.0,40.4,29.5,9.8,25.8,3.4,489.8,21.9,0.0631,0.0639,0.2739,4.81,45.29,60.28,78.82,70.78,106.0,82.9,89.8,True,2,Geral:64%,45.29,,,,2700706.0,0.0,0,0.0,v40+v37+v3,62.92,4786.0,1306.0,BAIXO
AL,Belo Monte,7030,1.18,0.0,87.1,8.9,15.4,66.3,6.0,-7.0,-1.0,Nordeste,MODERADO,0.646,0.0,Nenhum,,0.0,0,0,0.0,NÃO,0,0,,0,0.0,0.0,0.0,SEM_LEITO,False,PEQUENO,5272,0.0,Nordeste,33.6,CRÍTICO,6.2,3,0.2,2,583.0,1,2700904.0,-9.818062,-37.188182,20661,69.6,28.1,35.8,12,279,64.4,0.627,0.488,114,264,65.8,30,Secretaria Municipal de Saúde,26.2,59.9,30.2,0.0,14.7,14.2,8.7,CRÍTICO,3,0.43,1.42,1.19,1.8,1.71,182.4,40.3,29.4,9.8,25.7,3.3,484.9,21.7,0.0633,0.064,0.2744,4.76,44.79,60.11,80.62,70.67,120.0,66.8,76.4,True,2,Geral:64%,44.79,,,,2700904.0,0.0,0,0.0,v40+v37+v3,63.25,4870.0,1361.0,BAIXO
AL,Belém,5692,1.1,0.0,88.9,8.7,17.8,65.3,5.0,-6.0,-1.0,Nordeste,MODERADO,0.634,1.0,CAPS,Municipal,0.0,0,84,14.76,SIM,84,84,,84,62.0,146.0,84.0,HABILITACAO_PARCIAL,False,PEQUENO,4269,0.0,Nordeste,32.7,CRÍTICO,6.2,2,0.2,3,578.0,1,2700805.0,-9.557035,-36.49236,20483,69.0,27.9,36.1,9,281,64.3,0.632,0.49,65,264,69.6,25,Secretaria Municipal de Saúde,39.6,60.6,22.5,100.0,12.6,13.4,10.4,ALTO,3,0.53,1.76,1.19,1.8,1.58,180.2,39.6,28.9,9.7,25.5,3.3,501.2,21.0,0.0643,0.0644,0.2763,4.85,42.3,61.14,59.86,61.7,104.4,78.7,86.3,True,2,Geral:64%,42.3,,,,2700805.0,0.0,0,0.0,v40+v37+v3,55.19,2297.0,108.0,ALTO
AL,Boca da Mata,26962,1.7,0.0,78.5,8.1,18.4,56.8,36.0,-17.0,-3.0,Nordeste,MODERADO,0.628,1.0,CAPS,Municipal,0.0,0,0,0.0,SIM,0,0,,0,0.0,0.0,0.0,SEM_LEITO,False,MÉDIO,20221,1.5,Nordeste,33.9,CRÍTICO,7.1,0,1.1,3,813.6,5,2701001.0,-9.667043,-36.181211,21414,78.6,43.0,18.9,30,193,67.9,0.499,0.531,267,352,75.6,151,Secretaria Municipal de Saúde,32.0,43.0,39.2,29.1,8.7,27.5,36.4,CRÍTICO,21,0.78,1.85,1.87,2.64,1.11,179.1,39.3,28.7,9.6,25.4,4.0,440.5,33.7,0.0648,0.0645,0.2773,4.87,40.92,69.77,57.33,67.83,98.6,73.1,81.6,True,2,Geral:68%,40.92,,,,2701001.0,0.0,0,0.0,v40+v37+v3,57.09,2898.0,317.0,MODERADO
AL,Branquinha,10598,1.43,0.0,86.5,6.3,16.4,57.8,12.0,-9.0,-1.0,Nordeste,MODERADO,0.619,0.0,Nenhum,,0.0,0,0,0.0,NÃO,0,0,,0,0.0,0.0,0.0,SEM_LEITO,True,PEQUENO,7948,0.0,Nordeste,43.9,ALTO,6.0,3,0.2,2,571.7,2,2701100.0,-9.222789,-36.039722,20261,68.3,27.6,36.5,17,285,64.1,0.639,0.492,156,264,62.3,46,Secretaria Municipal de Saúde,27.2,56.4,31.5,0.0,9.2,12.5,35.4,CRÍTICO,5,0.47,1.89,1.19,1.8,1.6,177.5,38.8,28.4,9.6,25.3,3.1,475.6,19.4,0.0655,0.0648,0.2788,4.59,39.61,58.93,78.74,72.83,97.1,67.1,76.6,True,2,Geral:64%,39.61,,,,2701100.0,0.0,0,0.0,v40+v37+v3,61.16,4302.0,1028.0,BAIXO
AL,Cacimbinhas,11234,1.27,0.0,84.7,8.5,17.2,52.8,11.0,-11.0,-1.0,Nordeste,MODERADO,0.622,0.0,Nenhum,,0.0,0,0,0.0,NÃO,0,0,,0,0.0,0.0,0.0,SEM_LEITO,True,PEQUENO,8425,0.0,Nordeste,28.0,CRÍTICO,7.1,3,0.4,2,572.9,2,2701209.0,-9.445575,-36.922226,20306,68.4,27.7,36.4,19,284,64.1,0.638,0.492,138,264,62.9,49,Secretaria Municipal de Saúde,24.7,54.8,31.9,0.0,9.7,12.6,12.1,CRÍTICO,5,0.45,1.78,1.19,1.8,1.69,178.0,39.0,28.5,9.6,25.3,3.2,486.7,20.1,0.0652,0.0647,0.2783,4.71,40.01,60.67,78.85,74.22,106.2,73.3,81.8,True,2,Geral:64%,40.01,,,,2701209.0,0.0,0,0.0,v40+v37+v3,61.96,4497.0,1140.0,BAIXO
AL,Cajueiro,20318,1.61,0.0,80.6,8.7,16.6,60.3,26.0,-14.0,-2.0,Nordeste,MODERADO,0.655,1.0,CAPS,Municipal,0.0,0,0,0.0,SIM,0,0,,0,0.0,0.0,0.0,SEM_LEITO,False,MÉDIO,15238,0.0,Nordeste,34.3,CRÍTICO,6.6,1,1.0,3,829.5,4,2701308.0,-9.393352,-36.160109,21834,80.2,43.8,18.5,23,190,68.2,0.489,0.527,290,352,69.0,114,Secretaria Municipal de Saúde,34.6,47.5,40.4,38.6,8.4,29.8,31.4,CRÍTICO,16,0.79,1.97,1.87,2.64,1.13,184.1,40.7,29.7,9.8,25.9,4.3,455.2,37.6,0.0626,0.0638,0.2729,5.14,56.19,73.76,56.09,63.1,69.8,64.7,74.6,True,3,Sarampo:70% | Geral:68%,46.19,,,,2701308.0,0.0,0,0.0,v40+v37+v3,61.59,4415.0,1094.0,BAIXO
AL,Campestre,15462,1.45,0.0,90.1,6.8,16.8,71.3,17.0,-13.0,-2.0,Nordeste,MODERADO,0.658,1.0,CAPS,Municipal,0.0,0,0,0.0,SIM,0,0,,0,0.0,0.0,0.0,SEM_LEITO,False,PEQUENO,11596,0.0,Nordeste,49.5,ALTO,5.0,2,0.3,3,588.0,3,2701357.0,-8.894031,-35.540116,20838,70.2,28.4,35.5,26,277,64.6,0.621,0.486,100,264,70.2,67,Secretaria Municipal de Saúde,36.2,65.0,21.1,50.7,18.2,15.1,31.4,ALTO,7,0.45,1.94,1.19,1.8,1.68,184.6,40.9,29.8,9.9,25.9,3.5,492.4,22.7,0.0624,0.0637,0.2724,4.86,47.08,60.44,63.84,61.87,120.0,66.8,76.4,True,2,Geral:65%,47.08,,,,2701357.0,0.0,0,0.0,v40+v37+v3,57.67,3138.0,398.0,MODERADO
AL,Campo Alegre,50188,1.45,0.12,77.3,6.3,14.8,62.3,57.0,-41.0,-1.0,Nordeste,ADEQUADO,0.655,2.0,CAPS,Municipal,0.0,0,0,0.0,SIM,0,0,,0,0.0,0.0,0.0,SEM_LEITO,False,MÉDIO,37641,2.7,Nordeste,46.1,ALTO,5.6,2,0.7,3,829.5,8,2701407.0,-9.814844,-36.282224,21834,80.2,43.8,18.5,56,190,68.2,0.489,0.527,489,352,75.5,282,Secretaria Municipal de Saúde,36.6,41.6,46.3,31.2,14.2,29.8,56.9,ALTO,39,0.78,1.59,1.87,2.64,1.12,184.1,40.7,29.7,9.8,25.9,4.3,453.8,37.6,0.0626,0.0638,0.2729,5.13,46.19,73.57,54.9,61.58,85.4,62.6,72.9,True,2,Sarampo:85% | Geral:68%,46.19,,,,2701407.0,0.0,0,0.0,v40+v37+v3,57.96,3229.0,436.0,MODERADO
AL,Campo Grande,10186,1.54,0.0,89.2,8.0,18.6,65.8,12.0,-8.0,-1.0,Nordeste,MODERADO,0.613,7.0,CAPS,Municipal,0.0,0,90,8.84,SIM,90,90,,90,171.0,261.0,90.0,HABILITACAO_PARCIAL,False,PEQUENO,7639,0.0,Nordeste,40.2,ALTO,6.1,1,0.4,3,569.2,2,2701506.0,-9.96651,-36.745621,20172,68.0,27.5,36.7,17,286,64.0,0.642,0.493,156,264,64.3,44,Secretaria Municipal de Saúde,39.6,61.9,21.6,100.0,8.3,12.1,17.1,ALTO,5,0.49,1.96,1.19,1.8,1.67,176.4,38.5,28.2,9.5,25.2,3.1,493.2,19.6,0.066,0.0649,0.2797,4.74,38.22,61.2,55.46,63.77,103.2,80.2,87.6,True,2,Geral:64%,38.22,,,,2701506.0,0.0,0,0.0,v40+v37+v3,52.97,1673.0,13.0,ALTO
AL,Canapi,16124,1.37,0.0,88.0,6.8,15.2,59.8,17.0,-14.0,-2.0,Nordeste,MODERADO,0.616,1.0,CAPS,Municipal,0.0,0,0,0.0,SIM,0,0,,0,0.0,0.0,0.0,SEM_LEITO,False,PEQUENO,12093,0.0,Nordeste,48.9,ALTO,5.2,1,0.3,4,570.4,3,2701605.0,-9.125048,-37.528095,20217,68.1,27.5,36.6,27,285,64.0,0.641,0.493,251,264,64.0,70,Secretaria Municipal de Saúde,35.4,60.0,35.0,48.6,8.5,12.2,30.0,ALTO,8,0.5,1.86,1.19,1.8,1.67,176.9,38.6,28.3,9.5,25.2,3.1,494.8,19.8,0.0657,0.0648,0.2792,4.76,38.54,61.2,64.11,66.45,120.0,60.0,70.7,True,2,Geral:64%,38.54,,,,2701605.0,0.0,0,0.0,v40+v37+v3,56.06,2551.0,200.0,ALTO
AL,Capela,19846,1.48,0.0,89.2,8.9,17.4,68.3,23.0,-16.0,-2.0,Nordeste,MODERADO,0.652,1.0,CAPS,Municipal,0.0,0,0,0.0,SIM,0,0,,0,0.0,0.0,0.0,SEM_LEITO,False,PEQUENO,14884,0.0,Nordeste,36.6,CRÍTICO,6.0,2,0.9,3,585.5,4,2701704.0,-9.348256,-36.091129,20750,69.9,28.3,35.7,33,278,64.5,0.624,0.487,199,264,71.4,86,Secretaria Municipal de Saúde,31.6,62.9,20.7,39.5,18.0,14.7,8.9,CRÍTICO,10,0.5,2.02,1.19,1.8,1.66,183.5,40.6,29.6,9.8,25.8,3.4,494.8,22.0,0.0628,0.0639,0.2734,4.85,45.7,60.34,62.9,65.72,93.7,71.7,80.5,True,2,Sarampo:94% | Geral:64%,45.7,,,,2701704.0,0.0,0,0.0,v40+v37+v3,57.52,3081.0,374.0,MODERADO
AL,Carneiros,9562,1.3,0.0,85.9,7.8,17.8,55.3,10.0,-9.0,-1.0,Nordeste,MODERADO,0.643,0.0,Nenhum,,0.0,0,0,0.0,NÃO,0,0,,0,0.0,0.0,0.0,SEM_LEITO,False,PEQUENO,7171,0.0,Nordeste,36.6,CRÍTICO,6.6,2,0.3,3,581.7,2,2701803.0,-9.462825,-37.367932,20616,69.4,28.1,35.9,16,280,64.4,0.628,0.489,161,264,72.5,41,Secretaria Municipal de Saúde,27.0,57.3,29.8,0.0,17.0,14.0,20.3,CRÍTICO,5,0.52,2.09,1.19,1.8,1.67,181.9,40.1,29.3,9.7,25.7,3.3,498.1,21.5,0.0636,0.0641,0.2748,4.86,43.91,60.75,76.01,70.08,85.2,72.8,81.4,True,2,Sarampo:85% | Geral:64%,43.91,,,,2701803.0,0.0,0,0.0,v40+v37+v3,61.67,4431.0,1105.0,BAIXO
AL,Chã Preta,9218,1.11,0.0,86.5,8.7,18.0,54.3,8.0,-10.0,-1.0,Nordeste,MODERADO,0.619,0.0,Nenhum,,0.0,0,0,0.0,NÃO,0,0,,0,0.0,0.0,0.0,SEM_LEITO,False,PEQUENO,6913,0.0,Nordeste,29.0,CRÍTICO,7.1,2,0.3,3,571.7,2,2701902.0,-9.241025,-36.277952,20261,68.3,27.6,36.5,15,285,64.1,0.639,0.492,85,264,68.2,40,Secretaria Municipal de Saúde,24.4,56.8,29.9,0.0,9.2,12.5,9.9,CRÍTICO,4,0.43,2.17,1.19,1.8,1.63,177.5,38.8,28.4,9.6,25.3,3.2,483.5,20.0,0.0655,0.0648,0.2788,4.68,39.61,60.71,77.62,74.95,120.0,63.9,73.9,True,2,Geral:64%,39.61,,,,2701902.0,0.0,0,0.0,v40+v37+v3,61.59,4416.0,1095.0,BAIXO
AL,Coité do Nóia,7964,1.06,0.0,90.1,6.5,17.0,58.3,7.0,-9.0,-1.0,Nordeste,MODERADO,0.64,0.0,Nenhum,,0.0,0,0,0.0,NÃO,0,0,,0,0.0,0.0,0.0,SEM_LEITO,False,PEQUENO,5973,0.0,Nordeste,44.9,ALTO,5.7,2,0.1,3,580.5,2,2702009.0,-9.630076,-36.581586,20572,69.3,28.0,36.0,13,280,64.4,0.629,0.489,165,264,65.2,35,Secretaria Municipal de Saúde,29.3,63.7,29.3,0.0,13.4,13.8,34.0,CRÍTICO,4,0.5,2.51,1.19,1.8,1.63,181.3,39.9,29.1,9.7,25.6,3.3,493.4,21.2,0.0638,0.0642,0.2753,4.81,43.2,60.49,74.45,68.67,107.3,71.5,80.3,True,2,Geral:64%,43.2,,,,2702009.0,0.0,0,0.0,v40+v37+v3,60.72,4202.0,960.0,BAIXO
AL,Colônia Leopoldina,14928,1.44,0.0,85.6,6.1,16.6,59.8,17.0,-12.0,-2.0,Nordeste,MODERADO,0.646,1.0,CAPS,Municipal,0.0,0,0,0.0,SIM,0,0,,0,0.0,0.0,0.0,SEM_LEITO,False,PEQUENO,11196,0.0,Nordeste,50.2,ALTO,5.3,1,0.2,4,583.0,3,2702108.0,-8.942296,-35.760109,20661,69.6,28.1,35.8,25,279,64.4,0.627,0.488,248,264,68.0,65,Secretaria Municipal de Saúde,36.2,56.8,30.0,52.5,14.7,14.2,38.5,ALTO,7,0.47,2.01,1.19,1.8,1.67,182.4,40.3,29.4,9.8,25.7,3.3,488.5,21.6,0.0633,0.064,0.2744,4.78,44.79,60.13,63.43,63.08,88.4,74.7,82.9,True,2,Sarampo:88% | Geral:64%,44.79,,,,2702108.0,0.0,0,0.0,v40+v37+v3,56.96,2858.0,302.0,MODERADO
AL,Coqueiro Seco,6234,1.34,0.0,87.7,7.9,18.6,70.8,7.0,-6.0,-1.0,Nordeste,MODERADO,0.622,0.0,Nenhum,,0.0,0,0,0.0,NÃO,0,0,,0,0.0,0.0,0.0,SEM_LEITO,False,PEQUENO,4675,0.0,Nordeste,35.2,CRÍTICO,6.7,3,0.2,2,572.9,1,2702207.0,-9.641855,-35.808577,20306,68.4,27.7,36.4,10,284,64.1,0.638,0.492,84,264,73.7,27,Secretaria Municipal de Saúde,24.1,58.5,18.2,0.0,13.9,12.6,18.5,CRÍTICO,3,0.48,1.6,1.19,1.8,1.6,178.0,39.0,28.5,9.6,25.3,3.2,490.1,20.1,0.0652,0.0647,0.2783,4.74,40.01,60.85,80.12,74.68,102.6,65.9,75.7,True,2,Geral:64%,40.01,,,,2702207.0,0.0,0,0.0,v40+v37+v3,62.45,4635.0,1221.0,BAIXO
AL,Coruripe,56134,1.78,0.12,78.5,6.8,17.4,68.3,78.0,-32.0,-1.0,Nordeste,ADEQUADO,0.613,1.0,CAPS I,Municipal,0.0,0,0,0.0,SIM,0,0,,0,0.0,0.0,0.0,SEM_LEITO,False,MÉDIO,42100,1.5,Nordeste,39.7,CRÍTICO,6.9,1,1.4,3,804.7,10,2702306.0,-10.082354,-36.230169,21181,77.8,42.5,19.1,63,196,67.7,0.504,0.533,797,352,78.8,315,Secretaria Municipal de Saúde,29.2,42.7,30.6,14.0,9.1,26.3,49.5,CRÍTICO,44,0.78,1.78,1.87,2.64,1.12,176.4,38.5,28.2,9.5,25.2,4.0,452.5,33.0,0.066,0.0649,0.2797,4.94,38.22,72.09,59.3,71.67,103.3,66.0,75.8,True,2,Geral:68%,38.22,,,,2702306.0,0.0,0,0.0,v40+v37+v3,58.03,3257.0,452.0,MODERADO
AL,Craíbas,29876,1.38,0.0,80.6,7.8,16.0,71.3,32.0,-26.0,-3.0,Nordeste,MODERADO,0.601,1.0,CAPS,Municipal,0.0,0,0,0.0,SIM,0,0,,0,0.0,0.0,0.0,SEM_LEITO,False,MÉDIO,22407,0.0,Nordeste,34.5,CRÍTICO,6.5,2,0.9,3,797.6,5,2702355.0,-9.629909,-36.788176,20995,77.1,42.2,19.2,34,197,67.5,0.509,0.535,455,352,64.2,168,Secretaria Municipal de Saúde,29.9,46.1,34.1,26.2,0.2,25.4,38.3,CRÍTICO,23,0.77,1.67,1.87,2.64,1.14,174.2,37.8,27.8,9.4,25.0,3.9,456.4,32.2,0.0669,0.0653,0.2817,4.94,35.85,72.93,58.54,72.34,92.9,75.5,83.6,True,2,Sarampo:93% | Geral:68%,35.85,,,,2702355.0,0.0,0,0.0,v40+v37+v3,57.4,3023.0,351.0,MODERADO
AL,Delmiro Gouveia,54892,1.45,0.12,76.7,8.2,14.8,65.3,62.0,-45.0,-1.0,Nordeste,ADEQUADO,0.607,2.0,"CAPS II,CAPSad",Municipal,0.0,0,0,0.0,SIM,0,0,,0,0.0,0.0,0.0,SEM_LEITO,False,MÉDIO,41169,3.3,Nordeste,32.9,CRÍTICO,6.7,2,2.0,3,801.2,9,2702405.0,-9.397156,-38.047604,21088,77.4,42.3,19.2,62,196,67.6,0.507,0.534,720,352,78.1,308,Secretaria Municipal de Saúde,31.4,39.5,43.4,28.6,8.4,25.8,34.3,CRÍTICO,43,0.78,1.64,1.87,2.64,1.13,175.3,38.1,28.0,9.5,25.1,3.9,452.5,32.4,0.0664,0.0651,0.2807,4.91,47.23,71.96,55.09,70.84,77.6,60.8,71.4,True,3,Sarampo:78% | Geral:68%,37.23,,,,2702405.0,0.0,0,0.0,v40+v37+v3,59.31,3710.0,700.0,MODERADO
AL,Dois Riachos,11286,1.32,0.0,87.4,7.5,18.2,63.3,12.0,-10.0,-1.0,Nordeste,MODERADO,0.637,0.0,Nenhum,,0.0,0,0,0.0,NÃO,0,0,,0,0.0,0.0,0.0,SEM_LEITO,True,PEQUENO,8464,0.0,Nordeste,35.5,CRÍTICO,6.4,4,0.3,2,579.2,2,2702504.0,-9.382979,-37.069365,20528,69.2,28.0,36.0,19,281,64.3,0.631,0.489,169,264,64.1,49,Secretaria Municipal de Saúde,26.1,59.8,23.9,0.0,12.9,13.7,23.3,CRÍTICO,5,0.44,1.77,1.19,1.8,1.68,180.8,39.8,29.0,9.7,25.6,3.3,483.7,21.0,0.064,0.0643,0.2758,4.72,52.88,60.08,78.96,71.61,101.4,54.8,66.4,True,2,Geral:64%,42.88,,,,2702504.0,0.0,0,0.0,v40+v37+v3,65.32,5213.0,1613.0,BAIXO
AL,Estrela de Alagoas,11934,1.51,0.0,89.5,8.9,18.0,71.3,14.0,-9.0,-1.0,Nordeste,MODERADO,0.607,1.0,CAPS,Municipal,0.0,0,0,0.0,SIM,0,0,,0,0.0,0.0,0.0,SEM_LEITO,False,PEQUENO,8950,0.0,Nordeste,34.8,CRÍTICO,6.4,1,0.5,3,566.7,2,2702553.0,-9.393506,-36.770564,20084,67.7,27.4,36.8,20,287,63.9,0.645,0.494,191,264,62.9,52,Secretaria Municipal de Saúde,32.6,62.3,17.5,65.7,8.1,11.7,7.3,CRÍTICO,6,0.5,1.68,1.19,1.8,1.68,175.3,38.1,28.0,9.5,25.1,3.1,499.2,19.4,0.0664,0.0651,0.2807,4.78,37.23,61.86,65.07,69.93,100.0,74.0,82.4,True,2,Geral:64%,37.23,,,,2702553.0,0.0,0,0.0,v40+v37+v3,56.64,2758.0,270.0,MODERADO
AL,Feira Grande,22196,1.48,0.0,80.9,8.5,18.0,55.3,26.0,-18.0,-3.0,Nordeste,MODERADO,0.652,1.0,CAPS,Municipal,0.0,0,0,0.0,SIM,0,0,,0,0.0,0.0,0.0,SEM_LEITO,False,MÉDIO,16647,0.0,Nordeste,33.0,CRÍTICO,6.7,1,0.9,3,827.7,4,2702603.0,-9.890113,-36.662751,21787,80.0,43.7,18.5,25,190,68.2,0.49,0.527,365,352,64.7,125,Secretaria Municipal de Saúde,34.4,48.0,40.7,35.3,7.8,29.5,33.4,CRÍTICO,17,0.77,1.8,1.87,2.64,1.13,183.5,40.6,29.6,9.8,25.8,4.3,451.1,37.2,0.0628,0.0639,0.2734,5.09,45.7,73.01,57.31,63.59,99.4,80.9,88.2,True,2,Geral:68%,45.7,,,,2702603.0,0.0,0,0.0,v40+v37+v3,58.69,3515.0,593.0,MODERADO
AL,Feliz Deserto,5892,1.26,0.0,89.5,7.2,17.0,55.3,6.0,-6.0,-1.0,Nordeste,MODERADO,0.61,0.0,Nenhum,,0.0,0,0,0.0,NÃO,0,0,,0,0.0,0.0,0.0,SEM_LEITO,False,PEQUENO,4419,0.0,Nordeste,41.7,ALTO,6.2,2,0.1,3,567.9,1,2702702.0,-10.283333,-36.335444,20128,67.8,27.4,36.8,10,286,64.0,0.643,0.494,50,264,69.9,26,Secretaria Municipal de Saúde,27.5,62.9,30.7,0.0,8.8,11.8,25.5,CRÍTICO,3,0.51,1.7,1.19,1.8,1.7,175.8,38.3,28.1,9.5,25.1,3.1,495.0,19.3,0.0662,0.065,0.2802,4.75,47.64,61.28,78.33,73.3,71.2,71.1,79.9,True,3,Sarampo:71% | Geral:64%,37.64,,,,2702702.0,0.0,0,0.0,v40+v37+v3,64.11,5060.0,1499.0,BAIXO
AL,Flexeiras,14628,1.29,0.0,85.6,7.6,17.6,59.3,15.0,-14.0,-2.0,Nordeste,MODERADO,0.628,0.0,Nenhum,,0.0,0,0,0.0,NÃO,0,0,,0,0.0,0.0,0.0,SEM_LEITO,True,PEQUENO,10971,0.0,Nordeste,33.0,CRÍTICO,6.7,3,0.4,2,575.5,3,2702801.0,-9.24566,-35.763474,20394,68.7,27.8,36.3,24,283,64.2,0.635,0.491,141,264,71.1,63,Secretaria Municipal de Saúde,25.3,55.7,26.6,0.0,12.7,13.0,21.9,CRÍTICO,7,0.48,2.05,1.19,1.8,1.64,179.1,39.3,28.7,9.6,25.4,3.2,490.1,20.5,0.0648,0.0645,0.2773,4.75,40.92,60.67,77.29,72.92,92.6,74.8,83.0,True,2,Sarampo:93% | Geral:64%,40.92,,,,2702801.0,0.0,0,0.0,v40+v37+v3,61.57,4406.0,1091.0,BAIXO
